id_student,code_presentation,y
652711,2014J,1.0
588125,2014B,0.0
570757,2014J,1.0
640753,2014J,0.0
541708,2014J,1.0
537558,2013B,1.0
1753458,2014B,1.0
532441,2014B,0.0
410842,2013J,1.0
629603,2014B,1.0
2618352,2013J,0.0
556481,2013B,0.0
349145,2013B,0.0
676482,2014J,1.0
578427,2014J,0.0
640265,2014J,0.0
608170,2013J,0.0
491170,2014B,0.0
533311,2014B,0.0
522850,2013B,1.0
622505,2014B,1.0
685292,2014J,1.0
525885,2013J,0.0
1860318,2013J,1.0
593000,2014J,1.0
630443,2014B,1.0
298961,2014J,1.0
2505389,2013J,0.0
632626,2014J,1.0
574891,2014J,0.0
651255,2014J,0.0
475897,2013B,1.0
256740,2014B,1.0
649153,2014J,0.0
587418,2013J,1.0
125018,2014J,1.0
605266,2013J,1.0
50263,2014B,0.0
648380,2014J,1.0
576782,2014B,0.0
553100,2013B,1.0
688997,2014J,0.0
596731,2013J,1.0
599341,2014B,0.0
617740,2014J,1.0
535671,2014J,1.0
440057,2013B,1.0
519094,2013B,1.0
388885,2013J,1.0
543010,2013B,0.0
676909,2014J,1.0
579201,2013J,1.0
609882,2013J,1.0
588402,2013J,1.0
2655763,2014J,0.0
2518589,2013J,0.0
600671,2013J,1.0
603038,2013J,1.0
507844,2013J,1.0
591944,2013J,0.0
632597,2014J,1.0
520332,2014J,1.0
582005,2013J,0.0
687844,2014J,1.0
693221,2014J,1.0
364307,2014J,0.0
603113,2014J,1.0
1690836,2013B,1.0
441113,2013B,1.0
608738,2013J,0.0
678110,2014J,1.0
546071,2014B,1.0
612891,2013J,1.0
532863,2013J,0.0
127179,2014J,0.0
605522,2014B,0.0
528363,2014J,0.0
589559,2013J,1.0
144959,2014J,0.0
634309,2014J,0.0
187623,2013B,0.0
2623427,2013B,1.0
548120,2014J,1.0
539385,2013B,1.0
411939,2014B,0.0
590328,2013J,1.0
696716,2014J,0.0
2196923,2014J,1.0
610279,2014J,1.0
428321,2013J,0.0
532988,2013B,0.0
625427,2014B,1.0
632179,2014J,0.0
607636,2014B,1.0
554885,2014J,0.0
529509,2013J,0.0
598788,2013J,1.0
657220,2014J,1.0
602681,2014B,1.0
598701,2013J,0.0
650987,2014J,1.0
646071,2014J,1.0
627067,2014B,1.0
549420,2013B,1.0
482513,2013B,1.0
71252,2013J,1.0
558962,2013J,1.0
382095,2014J,1.0
121056,2013J,0.0
648285,2014J,1.0
587323,2014B,1.0
539963,2013B,1.0
698656,2014J,1.0
653086,2014J,1.0
642496,2014J,0.0
598664,2013J,1.0
1901764,2014J,1.0
277166,2014B,1.0
627386,2014B,0.0
2339267,2014J,1.0
391343,2014B,0.0
515536,2013J,0.0
470159,2014J,1.0
634241,2014B,1.0
588219,2014B,0.0
1663815,2014B,0.0
2207474,2014J,1.0
571583,2014J,1.0
607143,2014J,0.0
697215,2014J,0.0
582108,2013J,1.0
604337,2014B,0.0
601054,2014J,0.0
447516,2013J,1.0
589123,2013J,1.0
494212,2013J,1.0
345881,2014B,1.0
71504,2014J,1.0
342475,2013B,0.0
601345,2014B,0.0
626723,2014B,0.0
652731,2014J,0.0
1040037,2014J,0.0
561715,2013B,0.0
589003,2013J,1.0
1839785,2013B,0.0
629907,2014J,0.0
613677,2014B,0.0
494919,2013B,1.0
529486,2013B,1.0
556427,2013J,0.0
611284,2013J,1.0
395588,2013B,1.0
323090,2013J,1.0
572874,2014J,1.0
581656,2014J,1.0
479987,2014J,1.0
584628,2013J,0.0
324447,2013B,1.0
628837,2014B,0.0
575941,2013J,0.0
581818,2013J,0.0
2096918,2014J,0.0
574586,2013J,1.0
28787,2014J,1.0
616727,2014B,1.0
48503,2013J,1.0
570428,2013J,1.0
488445,2014B,1.0
134563,2013J,1.0
601082,2014B,1.0
617455,2014B,1.0
648100,2014J,1.0
553078,2013J,1.0
565576,2014J,1.0
625714,2014B,0.0
577136,2014B,1.0
634260,2014B,1.0
586762,2013J,1.0
653943,2014J,1.0
330453,2014J,1.0
540310,2013B,1.0
507320,2013B,0.0
2265419,2014B,0.0
484223,2014B,1.0
632379,2014B,1.0
600325,2013J,0.0
689921,2014J,1.0
546202,2014B,1.0
631109,2014B,1.0
558662,2013B,0.0
67785,2013B,1.0
653157,2014J,1.0
563046,2014J,1.0
692521,2014J,0.0
628656,2014J,1.0
596112,2013J,0.0
305945,2013B,0.0
483485,2014B,1.0
569277,2014J,1.0
681211,2014J,1.0
574705,2014J,1.0
543439,2014J,1.0
675656,2014J,0.0
2424750,2013B,1.0
531294,2013B,1.0
429417,2014B,1.0
551583,2013B,1.0
43284,2013B,0.0
126337,2013J,0.0
447242,2013B,1.0
597243,2013J,1.0
678088,2014J,0.0
680080,2014J,1.0
193822,2013B,1.0
627891,2014B,1.0
523966,2013B,1.0
123860,2013B,1.0
633979,2014B,1.0
70771,2014B,0.0
537703,2014B,1.0
334669,2013J,0.0
2259662,2014J,1.0
626872,2014B,0.0
621475,2014B,1.0
554459,2014J,0.0
57359,2013B,0.0
500772,2013J,1.0
433508,2014J,0.0
484130,2014B,0.0
698015,2014J,1.0
191746,2014J,0.0
526200,2013B,0.0
2160316,2014J,1.0
605255,2013J,0.0
1896088,2013J,0.0
551219,2013J,1.0
535778,2013B,0.0
334294,2013B,0.0
2082318,2014B,1.0
563967,2013J,1.0
303985,2014J,1.0
678619,2014J,0.0
530493,2013B,0.0
368483,2013J,0.0
678088,2014J,1.0
2607641,2013J,1.0
573654,2013J,1.0
648543,2014J,1.0
545387,2014B,0.0
578599,2013J,0.0
621696,2014B,0.0
630561,2014B,1.0
651008,2014J,1.0
187601,2014B,1.0
656280,2014J,0.0
513701,2014B,1.0
429015,2014B,1.0
679451,2014J,1.0
614039,2014B,1.0
425287,2014J,1.0
2137171,2014J,1.0
548764,2013B,1.0
557708,2014B,0.0
683487,2014J,0.0
594246,2014B,0.0
650027,2014J,1.0
609969,2013J,1.0
589990,2013J,1.0
698024,2014J,0.0
629202,2014B,1.0
631561,2014J,0.0
563986,2014B,0.0
191445,2013J,0.0
2664301,2013B,0.0
138204,2014B,0.0
547487,2014B,1.0
2337889,2013J,1.0
557995,2014B,0.0
2595665,2014B,1.0
355143,2013B,1.0
547666,2013B,0.0
316098,2013J,1.0
578140,2013J,1.0
277123,2014J,0.0
633355,2014B,1.0
558244,2013B,0.0
476964,2013B,1.0
393141,2014J,0.0
2290883,2013J,1.0
557935,2013B,0.0
602133,2014B,1.0
678395,2014J,1.0
2473538,2014J,1.0
686358,2014J,0.0
630891,2014B,0.0
633716,2014B,0.0
603503,2014J,1.0
532236,2014J,1.0
63165,2014J,1.0
576750,2013J,1.0
554294,2013B,0.0
630606,2014B,1.0
2636885,2013J,0.0
590213,2013J,0.0
623347,2014B,1.0
595100,2014B,1.0
621487,2014J,1.0
575919,2013J,0.0
636408,2014J,1.0
552789,2013B,1.0
116606,2014J,1.0
589493,2013J,1.0
572447,2013J,1.0
614804,2014B,0.0
117545,2014J,0.0
599080,2013J,1.0
442436,2013B,0.0
606206,2013J,1.0
2665767,2013B,0.0
2580196,2013J,0.0
251965,2013J,0.0
615090,2014B,1.0
1818673,2014J,0.0
494789,2013J,1.0
603733,2013J,1.0
560494,2014B,1.0
575355,2013J,1.0
466714,2014B,0.0
648606,2014J,0.0
523599,2013J,1.0
633448,2014B,0.0
505722,2014J,0.0
425817,2013B,0.0
2496748,2013B,1.0
2172163,2014J,1.0
584509,2014J,1.0
445647,2014J,0.0
553284,2014J,1.0
2501768,2013B,1.0
603818,2013J,0.0
499244,2014J,0.0
427773,2013B,1.0
1644328,2014B,0.0
628299,2014J,1.0
570411,2014J,1.0
548714,2013B,1.0
478556,2013J,1.0
581034,2013J,1.0
646173,2014J,1.0
511474,2013B,0.0
596751,2014B,1.0
594184,2013J,0.0
546533,2013B,0.0
72114,2014B,1.0
491693,2013B,0.0
634369,2014B,1.0
2684417,2014B,0.0
633462,2014B,0.0
526303,2014B,1.0
637370,2014J,1.0
690832,2014J,0.0
633865,2014B,0.0
2326597,2013J,1.0
631334,2014B,1.0
597359,2014B,0.0
315082,2013J,0.0
610931,2014B,1.0
586490,2013J,0.0
542745,2013B,0.0
307866,2013J,1.0
586351,2014B,0.0
1897054,2014J,1.0
551334,2013B,1.0
559282,2013B,1.0
609426,2014B,1.0
560881,2014J,0.0
441132,2013B,1.0
247457,2014J,1.0
586705,2013J,1.0
496470,2013B,1.0
551190,2013B,0.0
339739,2013J,0.0
265170,2013J,0.0
572265,2013J,0.0
633824,2014J,1.0
684632,2014J,1.0
674359,2014J,0.0
634107,2014B,0.0
80868,2013J,1.0
82341,2013J,1.0
504602,2013J,0.0
545758,2013J,1.0
537464,2013B,1.0
686871,2014J,1.0
575476,2013J,0.0
649215,2014J,0.0
649780,2014J,1.0
516770,2013J,0.0
501421,2014B,0.0
404325,2013J,0.0
505561,2014B,0.0
621655,2014B,0.0
691805,2014J,0.0
188662,2014B,1.0
623333,2014B,1.0
587082,2014J,0.0
1877902,2014J,1.0
2357806,2014J,0.0
641347,2014J,0.0
405746,2013B,0.0
586236,2013J,1.0
323370,2014J,1.0
628569,2014J,0.0
556284,2013B,1.0
561549,2013J,0.0
678859,2014J,1.0
1549107,2014B,1.0
603410,2013J,0.0
597181,2013J,0.0
394239,2013J,1.0
509839,2014B,1.0
682961,2014J,1.0
598327,2013J,1.0
634247,2014J,0.0
645377,2014J,1.0
563027,2014J,1.0
284036,2013J,0.0
574895,2013J,1.0
579203,2013J,1.0
588280,2013J,1.0
627348,2014B,1.0
2463282,2014J,0.0
2625545,2013J,0.0
629039,2014B,0.0
586436,2014B,0.0
420604,2013B,0.0
640329,2014J,1.0
595685,2013J,1.0
275136,2014J,1.0
676378,2014J,1.0
2693932,2014J,1.0
556959,2013B,1.0
519057,2014J,1.0
84245,2013B,1.0
520307,2013B,0.0
592092,2013J,1.0
683360,2014J,0.0
599177,2013J,1.0
544651,2013B,0.0
245946,2013J,1.0
399863,2014B,0.0
125996,2013B,1.0
640425,2014J,1.0
2547402,2013B,1.0
569625,2014J,0.0
545146,2014B,1.0
557147,2013J,1.0
123462,2014B,1.0
279440,2014J,1.0
646402,2014J,1.0
549078,2013B,0.0
536722,2013B,0.0
571954,2014B,1.0
441540,2013J,1.0
571716,2013J,0.0
593023,2013J,1.0
595492,2013J,1.0
474385,2013J,0.0
594450,2013J,0.0
613464,2014B,1.0
650050,2014J,0.0
602107,2014B,0.0
633722,2014B,1.0
543970,2013B,0.0
273877,2013B,0.0
630008,2014B,0.0
120611,2014B,0.0
572730,2013J,1.0
235492,2013B,0.0
202713,2013J,0.0
558440,2014J,0.0
153788,2014B,0.0
552007,2013B,1.0
567262,2013J,1.0
2513997,2014B,0.0
427390,2014J,0.0
633221,2014B,0.0
598213,2013J,1.0
681384,2014J,0.0
580916,2014J,1.0
678038,2014J,1.0
380151,2013B,0.0
484165,2013B,0.0
678929,2014J,1.0
541763,2013B,0.0
564933,2014J,1.0
2043939,2014J,1.0
405268,2014B,1.0
2242067,2014J,1.0
500618,2014J,1.0
280151,2013J,0.0
643457,2014J,0.0
2588215,2014B,0.0
622976,2014J,1.0
602268,2013J,1.0
520082,2013B,1.0
599503,2013J,0.0
610324,2014J,0.0
675638,2014J,1.0
632546,2014B,0.0
532254,2014J,1.0
598201,2014J,1.0
1910737,2014J,1.0
624804,2014B,1.0
559414,2013J,1.0
677846,2014J,1.0
595047,2014B,1.0
338894,2013J,1.0
655086,2014J,0.0
478432,2013B,1.0
609510,2013J,0.0
336696,2013B,1.0
611062,2013J,0.0
587975,2013J,1.0
599804,2013J,0.0
1998834,2014J,1.0
622302,2014B,1.0
508274,2013J,1.0
539328,2013B,1.0
598986,2013J,0.0
87929,2013J,1.0
286778,2014J,1.0
622130,2014B,0.0
657091,2014J,0.0
237602,2013J,1.0
646539,2014J,1.0
604632,2014J,0.0
388252,2013J,0.0
464616,2013J,1.0
366424,2014B,1.0
410767,2013J,0.0
601735,2014B,1.0
394028,2013B,0.0
511890,2014B,0.0
518145,2014B,1.0
2464683,2014J,0.0
548869,2013B,0.0
2591421,2013B,0.0
693812,2014J,0.0
575337,2014J,0.0
424544,2013B,0.0
556988,2013B,0.0
592093,2014B,0.0
651126,2014J,1.0
577638,2013J,0.0
586720,2013J,0.0
624230,2014B,1.0
653608,2014J,0.0
655613,2014J,0.0
618675,2014B,0.0
432484,2014J,0.0
579550,2014B,1.0
2143065,2013B,1.0
2599883,2014J,1.0
646857,2014J,1.0
619380,2014J,1.0
630416,2014B,0.0
582460,2014J,1.0
631491,2014J,1.0
605652,2014B,1.0
228784,2014B,1.0
443861,2014B,1.0
325080,2014B,1.0
575962,2013J,0.0
596203,2014J,0.0
556370,2014B,0.0
2604975,2014B,1.0
195897,2014J,1.0
589048,2013J,0.0
569840,2014J,1.0
356257,2013B,0.0
698163,2014J,1.0
295893,2014B,0.0
622433,2014B,1.0
525635,2014B,0.0
542707,2013J,0.0
396679,2013B,0.0
517274,2014B,1.0
609679,2013J,1.0
392213,2013B,1.0
441606,2014B,0.0
363990,2013J,0.0
624860,2014J,0.0
563016,2014J,1.0
1896915,2013B,0.0
2599883,2014J,0.0
552740,2013B,0.0
604990,2014J,1.0
75454,2014B,1.0
601504,2013J,1.0
649566,2014J,0.0
695735,2014J,0.0
188251,2014J,0.0
684825,2014J,1.0
596846,2014J,1.0
1676594,2014J,0.0
654401,2014J,0.0
518349,2013B,1.0
630013,2014J,0.0
578208,2013J,0.0
279868,2013J,1.0
233957,2013J,0.0
174222,2013J,1.0
2191588,2013J,0.0
546136,2013B,0.0
681652,2014J,1.0
411939,2013J,0.0
595095,2013J,0.0
255878,2014B,1.0
308231,2013J,0.0
536852,2013J,0.0
522312,2014B,1.0
696706,2014J,1.0
649592,2014J,1.0
543356,2013B,1.0
575287,2014B,0.0
534133,2013J,1.0
290252,2013B,0.0
510141,2013B,0.0
2171627,2013J,1.0
593972,2014B,1.0
546925,2013B,1.0
491503,2013B,0.0
1997164,2014B,1.0
852847,2014J,0.0
234311,2013J,1.0
600767,2014B,1.0
575733,2013J,1.0
614130,2014B,1.0
645047,2014J,1.0
614582,2014B,1.0
611023,2013J,1.0
2686712,2014J,0.0
2479954,2013J,1.0
432237,2013J,1.0
561441,2014B,0.0
614406,2014B,0.0
688250,2014J,0.0
571334,2014J,0.0
618981,2014B,1.0
71723,2014J,0.0
630541,2014J,0.0
2035022,2013B,1.0
2508153,2014J,1.0
143755,2014J,1.0
549288,2014J,0.0
590548,2013J,0.0
559852,2014J,1.0
519211,2013J,0.0
603477,2013J,1.0
698369,2014J,1.0
693345,2014J,1.0
583954,2014J,1.0
632752,2014B,1.0
432319,2013B,0.0
601550,2014B,1.0
559617,2013J,1.0
1563203,2013J,0.0
479057,2013B,1.0
537077,2014B,1.0
619945,2014B,0.0
618171,2014B,0.0
534983,2013B,1.0
630745,2014J,0.0
425274,2013J,1.0
535620,2013B,0.0
678373,2014J,1.0
549873,2013J,0.0
128656,2013J,1.0
144562,2013J,0.0
653210,2014J,1.0
307230,2013J,0.0
381722,2013B,0.0
2389754,2013J,1.0
677629,2014J,0.0
402596,2014J,0.0
594329,2014J,0.0
591159,2014J,0.0
534037,2013B,1.0
632469,2014B,0.0
184583,2014J,0.0
635719,2014J,1.0
241955,2014B,0.0
603357,2013J,0.0
622425,2014J,0.0
2475780,2013B,1.0
643644,2014J,0.0
652438,2014J,1.0
571242,2013J,1.0
647154,2014J,1.0
514903,2013B,1.0
685842,2014J,1.0
589326,2013J,1.0
600490,2013J,1.0
140907,2013B,1.0
2340230,2014J,0.0
363939,2014B,0.0
613160,2013J,1.0
605009,2013J,1.0
623917,2014J,0.0
648448,2014J,0.0
547408,2014J,1.0
681425,2014J,1.0
696671,2014J,1.0
688881,2014J,0.0
578439,2014J,1.0
533535,2013B,1.0
632645,2014J,1.0
585724,2013J,0.0
687157,2014J,1.0
430870,2013B,0.0
691288,2014J,0.0
1734156,2014J,1.0
598415,2014B,0.0
398529,2014B,0.0
554476,2013B,1.0
628328,2014B,1.0
472651,2014B,1.0
606319,2013J,1.0
645052,2014J,0.0
387174,2013B,1.0
592315,2013J,1.0
468187,2013J,0.0
581247,2014J,1.0
627581,2014J,0.0
433064,2014J,0.0
691683,2014J,1.0
628846,2014J,1.0
557351,2013B,0.0
650570,2014J,1.0
628383,2014J,1.0
522682,2014B,0.0
2411773,2013J,1.0
488394,2013J,1.0
674226,2014J,1.0
626966,2014B,1.0
593103,2013J,1.0
694078,2014J,1.0
649457,2014J,1.0
2305957,2013J,0.0
598555,2013J,1.0
689924,2014J,1.0
371113,2014B,0.0
600350,2014J,0.0
433939,2014J,0.0
605882,2013J,0.0
581353,2014B,1.0
284741,2014J,0.0
2333156,2014J,1.0
542396,2013B,0.0
418216,2014J,1.0
628982,2014B,0.0
422280,2013B,0.0
599267,2013J,0.0
625078,2014J,0.0
579105,2013J,1.0
626386,2014B,0.0
683633,2014J,1.0
111926,2014J,1.0
522754,2014J,1.0
564821,2014J,0.0
413087,2014J,0.0
380681,2014J,0.0
633295,2014J,0.0
237387,2013J,0.0
1782665,2014B,0.0
556374,2014J,0.0
328476,2013B,1.0
545124,2013J,0.0
656711,2014J,1.0
689113,2014J,1.0
593954,2013J,1.0
541783,2013J,1.0
252863,2014J,1.0
2392554,2014B,1.0
556429,2013B,1.0
535807,2013B,0.0
616464,2014B,0.0
600243,2013J,1.0
180974,2013J,1.0
555720,2014B,0.0
277384,2014J,0.0
600554,2014J,0.0
633475,2014J,0.0
515497,2013B,1.0
2342426,2013J,0.0
555673,2013B,0.0
588008,2013J,1.0
392210,2013J,0.0
298040,2013B,1.0
249534,2013B,1.0
644409,2014J,1.0
546243,2013B,0.0
2346145,2014J,1.0
583070,2013J,0.0
694807,2014J,0.0
563820,2014J,1.0
605692,2013J,1.0
118050,2013J,1.0
70011,2014J,1.0
331358,2013J,0.0
677582,2014J,0.0
636364,2014J,1.0
608853,2014J,1.0
557877,2013B,1.0
557700,2014J,1.0
596542,2013J,0.0
338373,2013B,0.0
228383,2014J,1.0
599547,2013J,0.0
628910,2014J,1.0
607979,2013J,1.0
682913,2014J,0.0
653587,2014J,1.0
613981,2014B,0.0
639514,2014J,1.0
512335,2014J,0.0
600404,2014J,0.0
622890,2014J,0.0
371169,2013B,0.0
152867,2013J,0.0
601983,2014J,0.0
549087,2014B,0.0
688192,2014J,0.0
648183,2014J,1.0
